Ewe/V	<I>/mA	time/s	
-4.0579519E-001	1.667216658592224E+000	0.000000000000000E+000
-4.0634161E-001	1.545961064183050E+000	1.099999972211663E-002
-4.0733653E-001	1.331878203174316E+000	3.099999921687413E-002
-4.0833041E-001	1.208999481776530E+000	5.099999871163163E-002
-4.0938157E-001	1.086814868781302E+000	7.099999820638914E-002
-4.1034475E-001	9.952204658442945E-001	9.099999770114664E-002
-4.1137472E-001	9.302965076122867E-001	1.109999971959041E-001
-4.1235802E-001	8.373216397335965E-001	1.309999966906616E-001
-4.1332856E-001	8.341483248190755E-001	1.509999961854192E-001
-4.1438296E-001	7.755320918642816E-001	1.709999956801767E-001
-4.1536841E-001	7.613127600505116E-001	1.909999951749342E-001
-4.1631240E-001	7.315873462292903E-001	2.109999946696917E-001
-4.1736040E-001	6.901402656092426E-001	2.309999941644492E-001
-4.1836593E-001	6.555626003796036E-001	2.509999936592067E-001
-4.1935143E-001	6.168047727810029E-001	2.709999931539642E-001
-4.2035696E-001	5.930497062185596E-001	2.909999926487217E-001
-4.2137101E-001	5.841692293890652E-001	3.109999921434792E-001
-4.2237869E-001	5.731302968019412E-001	3.309999916382367E-001
-4.2334577E-001	5.655514821824106E-001	3.509999911329942E-001
-4.2438093E-001	5.443705313890788E-001	3.709999906277517E-001
-4.2534381E-001	5.288752792205242E-001	3.910999901199830E-001
-4.2637074E-001	5.327867665795445E-001	4.110999896147405E-001
-4.2736125E-001	5.265393787070569E-001	4.311999891069718E-001
-4.2838249E-001	5.102950166910869E-001	4.511999886017293E-001
-4.2935088E-001	5.110854988193365E-001	4.711999880964868E-001
-4.3037659E-001	5.064496583719222E-001	4.911999875912443E-001
-4.3137684E-001	4.842127816130706E-001	5.111999870860018E-001
-4.3232939E-001	4.668440281982633E-001	5.311999865807593E-001
-4.3340182E-001	4.598085832678613E-001	5.511999860755168E-001
-4.3439677E-001	4.458648205165634E-001	5.711999855702743E-001
-4.3538004E-001	4.336688816547394E-001	5.911999850650318E-001
-4.3788555E-001	4.153687850246950E-001	6.411999838019256E-001
-4.3890488E-001	4.037180191112886E-001	6.611999832966831E-001
-4.3989342E-001	3.975278546568006E-001	6.811999827914406E-001
-4.4086608E-001	4.008081498193667E-001	7.011999822861981E-001
-4.4189936E-001	3.977623945360800E-001	7.211999817809556E-001
-4.4284758E-001	3.829968228884453E-001	7.411999812757131E-001
-4.4385844E-001	3.726056816780746E-001	7.611999807704706E-001
-4.4486400E-001	3.694169098097415E-001	7.811999802652281E-001
-4.4588017E-001	3.860105255411750E-001	8.011999797599856E-001
-4.4687417E-001	3.916379535415520E-001	8.211999792547431E-001
-4.4789138E-001	3.872722968355646E-001	8.411999787495006E-001
-4.4888738E-001	3.844305304293016E-001	8.611999782442581E-001
-4.4988549E-001	3.677221869584177E-001	8.811999777390156E-001
-4.5086777E-001	3.587575909267700E-001	9.011999772337731E-001
-4.5187438E-001	3.696670739963235E-001	9.211999767285306E-001
-4.5290431E-001	3.719421876853137E-001	9.411999762232881E-001
-4.5385262E-001	3.676705355497293E-001	9.611999757180456E-001
-4.5483908E-001	3.641640334648812E-001	9.811999752128031E-001
-4.5581186E-001	3.599403983809868E-001	1.001199974707561E+000
-4.5685029E-001	3.434092821553350E-001	1.021199974202318E+000
-4.5786536E-001	3.347458137302777E-001	1.041199973697076E+000
-4.5885712E-001	3.140202704299666E-001	1.061199973191833E+000
-4.5985112E-001	3.016067723381437E-001	1.081199972686591E+000
-4.6086407E-001	2.963905125183786E-001	1.101199972181348E+000
-4.6184415E-001	2.926774998712895E-001	1.121199971676106E+000
-4.6282741E-001	3.020605436629717E-001	1.141199971170863E+000
-4.6390939E-001	3.096373140967148E-001	1.161199970665621E+000
-4.6491501E-001	3.101167891485010E-001	1.181199970160378E+000
-4.6585053E-001	3.030642060976900E-001	1.201199969655136E+000
-4.6684441E-001	3.051438399642303E-001	1.221199969149893E+000
-4.6788180E-001	3.056504451669761E-001	1.241199968644651E+000
-4.6889383E-001	3.003867525969537E-001	1.261199968139408E+000
-4.6988451E-001	3.058419533125654E-001	1.281199967634166E+000
-4.7086141E-001	3.174378376247171E-001	1.301199967128923E+000
-4.7190195E-001	3.189053579440566E-001	1.321199966623681E+000
-4.7284389E-001	3.121982562976582E-001	1.341199966118438E+000
-4.7389939E-001	2.913841636747960E-001	1.361199965613196E+000
