Ewe/V	<I>/mA	time/s	
-4.0758994E-001	2.398304939270020E+000	0.000000000000000E+000
-4.0816668E-001	2.298819494744141E+000	7.999999797903001E-003
-4.0919012E-001	2.142999681110574E+000	2.219999943918083E-002
-4.1015884E-001	2.020126615436030E+000	3.649999907793244E-002
-4.1116333E-001	1.914843531684408E+000	5.079999871668406E-002
-4.1219369E-001	1.823931669520263E+000	6.509999835543567E-002
-4.1317701E-001	1.724303262599278E+000	7.939999799418729E-002
-4.1415331E-001	1.674013233714508E+000	9.359999763546512E-002
-4.1517252E-001	1.614262035747135E+000	1.079999972716905E-001
-4.1614661E-001	1.560407709757179E+000	1.221999969129683E-001
-4.1717491E-001	1.472943419523730E+000	1.364999965517200E-001
-4.1817805E-001	1.424782718037022E+000	1.507999961904716E-001
-4.1920733E-001	1.404309922800607E+000	1.650999958292232E-001
-4.2015105E-001	1.358166131263715E+000	1.793999954679748E-001
-4.2121309E-001	1.318258448824054E+000	1.935999951092526E-001
-4.2214495E-001	1.275825936769252E+000	2.079999947454780E-001
-4.2317101E-001	1.244083924214163E+000	2.221999943867559E-001
-4.2417949E-001	1.207380051017763E+000	2.364999940255075E-001
-4.2519313E-001	1.195275569441341E+000	2.507999936642591E-001
-4.2615145E-001	1.151827091408463E+000	2.650999933030107E-001
-4.2715627E-001	1.134303946169288E+000	2.793999929417623E-001
-4.2818534E-001	1.132002126587889E+000	2.936999925805139E-001
-4.2912960E-001	1.082232801306720E+000	3.079999922192656E-001
-4.3015069E-001	1.036640158932029E+000	3.221999918605434E-001
-4.3115780E-001	1.010951042267455E+000	3.365999914967688E-001
-4.3218970E-001	9.964024702591523E-001	3.507999911380466E-001
-4.3311843E-001	9.658131409388719E-001	3.650999907767982E-001
-4.3421003E-001	9.338968016187863E-001	3.793999904155498E-001
-4.3517548E-001	9.199503692440150E-001	3.936999900543015E-001
-4.3618986E-001	9.013302815389288E-001	4.079999896930531E-001
-4.3717796E-001	8.887498155478806E-001	4.221999893343309E-001
-4.3823463E-001	8.885952663549723E-001	4.365999889705563E-001
-4.3922088E-001	8.942722160572885E-001	4.507999886118341E-001
-4.4021046E-001	8.701316474530962E-001	4.650999882505857E-001
-4.4113177E-001	8.352438513538765E-001	4.793999878893374E-001
-4.4215021E-001	8.276714960017628E-001	4.936999875280890E-001
-4.4315484E-001	8.257025102211664E-001	5.079999871668406E-001
-4.4414634E-001	8.120913910000436E-001	5.221999868081184E-001
-4.4514588E-001	7.972745580627816E-001	5.365999864443438E-001
-4.4619465E-001	7.983539632065622E-001	5.507999860856216E-001
-4.4714835E-001	7.754282586897432E-001	5.650999857243733E-001
