Ewe/V	<I>/mA	time/s	
-4.0222478E-001	1.402493596076965E+000	0.000000000000000E+000
-4.0274996E-001	1.052928539337934E+000	5.499999861058313E-002
-4.0375862E-001	7.878400352266084E-001	1.549999960843707E-001
-4.0474516E-001	6.370996734886241E-001	2.549999935581582E-001
-4.0576351E-001	4.995020769398515E-001	3.549999910319457E-001
-4.0676901E-001	3.979567648084066E-001	4.549999885057332E-001
-4.0805042E-001	3.328026584800932E-001	5.849999852216570E-001
-4.0908036E-001	3.235366676278693E-001	6.849999826954445E-001
-4.1005623E-001	3.042589946891416E-001	7.849999801692320E-001
-4.1106814E-001	3.044872356371746E-001	8.849999776430195E-001
-4.1210130E-001	2.980279875919227E-001	9.849999751168070E-001
-4.1307190E-001	2.767870227840783E-001	1.084999972590595E+000
-4.1409442E-001	2.724729996450517E-001	1.184999970064382E+000
-4.1505432E-001	2.436826515735849E-001	1.284999967538170E+000
-4.1605255E-001	2.271893246927195E-001	1.384999965011957E+000
-4.1705176E-001	2.128453984235721E-001	1.484999962485745E+000
-4.1808382E-001	1.892859956111619E-001	1.584999959959532E+000
-4.1904378E-001	1.865276355054917E-001	1.684999957433320E+000
-4.2007905E-001	1.753523237313390E-001	1.784999954907107E+000
-4.2106977E-001	1.621752533440786E-001	1.884999952380895E+000
-4.2201173E-001	1.600070264776821E-001	1.984999949854682E+000
-4.2306775E-001	1.651984561392781E-001	2.084999947328470E+000
-4.2407322E-001	1.462249262064605E-001	2.185099944799731E+000
-4.2509261E-001	1.409942997070921E-001	2.284999942276045E+000
-4.2605835E-001	1.319520648743004E-001	2.385199939744780E+000
-4.2705193E-001	1.265327797577406E-001	2.484999937223620E+000
-4.2806447E-001	1.244047180650272E-001	2.585199934692355E+000
-4.2908356E-001	1.144128130852353E-001	2.685199932166142E+000
-4.3004242E-001	1.186972670257092E-001	2.785199929639930E+000
-4.3106818E-001	1.198620055629701E-001	2.885199927113717E+000
-4.3207908E-001	1.119189118380074E-001	2.985199924587505E+000
-4.3308038E-001	1.292383487474311E-001	3.085199922061292E+000
-4.3403819E-001	1.196722285649563E-001	3.185199919535080E+000
-4.3507031E-001	1.188613951930571E-001	3.285199917008867E+000
-4.3604621E-001	1.239897432323134E-001	3.385199914482655E+000
-4.3708995E-001	1.259832997737382E-001	3.485199911956443E+000
-4.3807852E-001	1.291600774145791E-001	3.585199909430230E+000
-4.3903962E-001	1.257904056735617E-001	3.685199906904018E+000
-4.4005790E-001	1.268742240930871E-001	3.785199904377805E+000
-4.4106978E-001	1.280057751056225E-001	3.885199901851593E+000
-4.4207641E-001	1.199046953891716E-001	3.985199899325380E+000
-4.4307986E-001	1.312167326816251E-001	4.085199896799168E+000
-4.4406846E-001	1.264801465354305E-001	4.185199894272955E+000
-4.4501784E-001	1.289510145714442E-001	4.285199891746743E+000
-4.4602975E-001	1.629455122855250E-001	4.385199889220530E+000
-4.4701940E-001	1.661266080207293E-001	4.485199886694318E+000
-4.4805998E-001	1.606893868323549E-001	4.585199884168105E+000
-4.4904014E-001	1.600391424295527E-001	4.685199881641893E+000
-4.5006481E-001	1.618839326590573E-001	4.785199879115680E+000
-4.5106506E-001	1.683989640808214E-001	4.885199876589468E+000
-4.5206845E-001	1.372323581017540E-001	4.985199874063255E+000
-4.5309526E-001	1.247308647984433E-001	5.085199871537043E+000
-4.5404571E-001	1.187481451607140E-001	5.185199869010830E+000
-4.5503324E-001	1.119859423315910E-001	5.285199866484618E+000
-4.5607165E-001	1.174330038053017E-001	5.385199863958405E+000
-4.5704651E-001	1.251035161764809E-001	5.485199861432193E+000
-4.5808703E-001	1.305796044050817E-001	5.585199858905980E+000
-4.5908415E-001	1.199386188484454E-001	5.685199856379768E+000
-4.6008229E-001	1.225913973973582E-001	5.785199853853555E+000
-4.6103057E-001	1.249298925546034E-001	5.885199851327343E+000
-4.6203613E-001	1.287905755797747E-001	5.985199848801130E+000
-4.6305448E-001	1.083778109470450E-001	6.085199846274918E+000
-4.6409398E-001	1.136866777238472E-001	6.185199843748705E+000
-4.6506980E-001	1.131411880358224E-001	6.285199841222493E+000
-4.6605736E-001	1.182449677683134E-001	6.385199838696280E+000
-4.6706927E-001	1.316208238023575E-001	6.485199836170068E+000
-4.6807590E-001	1.205012754157746E-001	6.585199833643856E+000
-4.6905184E-001	1.225882132572156E-001	6.685199831117643E+000
-4.7004354E-001	1.258267757172387E-001	6.785199828591431E+000
-4.7104594E-001	1.374441532556107E-001	6.885199826065218E+000
-4.7208339E-001	1.374355605113564E-001	6.985199823539006E+000
-4.7306773E-001	1.373547918370206E-001	7.085199821012793E+000
-4.7406694E-001	1.405123509639115E-001	7.185199818486581E+000
-4.7504807E-001	1.433373129133280E-001	7.285199815960368E+000
-4.7602710E-001	1.175618055276579E-001	7.385199813434156E+000
-4.7700408E-001	1.104855647103649E-001	7.485199810907943E+000
-4.7802770E-001	1.048983781150093E-001	7.585199808381731E+000
-4.7905871E-001	1.069955280119625E-001	7.685199805855518E+000
-4.8006430E-001	1.066920764882254E-001	7.785199803329306E+000
-4.8105183E-001	1.095800374600069E-001	7.885199800803093E+000
-4.8202774E-001	1.074846568344920E-001	7.985199798276881E+000
-4.8304603E-001	1.088873917512869E-001	8.085199795750668E+000
-4.8404732E-001	1.133675773593559E-001	8.185199793224456E+000
-4.8498601E-001	1.065835402502366E-001	8.285199790698243E+000
-4.8605633E-001	9.728666720911860E-002	8.385199788172031E+000
-4.8705763E-001	9.553758829349157E-002	8.485199785645818E+000
-4.8806858E-001	9.266584915867826E-002	8.585199783119606E+000
-4.8904866E-001	9.024324595790212E-002	8.685199780593393E+000
-4.9011257E-001	8.669964437097066E-002	8.785199778067181E+000
-4.9107254E-001	9.060603102531140E-002	8.885199775540968E+000
-4.9206114E-001	8.763370845742813E-002	8.985199773014756E+000
-4.9300730E-001	7.559818956414599E-002	9.085199770488543E+000
-4.9403307E-001	6.783449542018838E-002	9.185199767962331E+000
-4.9500352E-001	6.749021881087491E-002	9.285199765436118E+000
-4.9606428E-001	6.395876325701405E-002	9.385199762909906E+000
-4.9708900E-001	6.095127663057698E-002	9.485199760383694E+000
-4.9807864E-001	5.904555577715787E-002	9.585199757857481E+000
-4.9910331E-001	5.926546839893711E-002	9.685199755331269E+000
-5.0004631E-001	5.886331940483744E-002	9.785199752805056E+000
-5.0104338E-001	5.287078636077558E-002	9.885199750278844E+000
-5.0204682E-001	5.665980407071336E-002	9.985199747752631E+000
-5.0304395E-001	5.374131134400750E-002	1.008519974522642E+001
-5.0404948E-001	6.305119651369751E-002	1.018519974270021E+001
-5.0504231E-001	6.217645035401265E-002	1.028519974017399E+001
-5.0603408E-001	5.111147279644190E-002	1.038519973764778E+001
-5.0706506E-001	4.866610623085521E-002	1.048519973512157E+001
-5.0803357E-001	5.123652471229428E-002	1.058519973259536E+001
-5.0903487E-001	5.339790644400066E-002	1.068519973006914E+001
-5.1003623E-001	5.532042318265171E-002	1.078519972754293E+001
-5.1104498E-001	5.451819779247868E-002	1.088519972501672E+001
-5.1209718E-001	5.560347998376802E-002	1.098519972249051E+001
-5.1308787E-001	4.996613551069184E-002	1.108519971996429E+001
-5.1409668E-001	5.101647913990598E-002	1.118519971743808E+001
-5.1506931E-001	5.647950916102645E-002	1.128519971491187E+001
-5.1607811E-001	4.825780497156784E-002	1.138519971238566E+001
-5.1712298E-001	4.865050221431155E-002	1.148519970985944E+001
-5.1808393E-001	5.008499075106698E-002	1.158519970733323E+001
-5.1910335E-001	5.248125407120441E-002	1.168519970480702E+001
-5.2012056E-001	5.181602353264611E-002	1.178519970228081E+001
-5.2106142E-001	5.317408834687531E-002	1.188519969975459E+001
-5.2207661E-001	5.422026962386783E-002	1.198519969722838E+001
-5.2306300E-001	5.715120413030184E-002	1.208519969470217E+001
-5.2409619E-001	5.720641175974861E-002	1.218519969217596E+001
-5.2506459E-001	6.173138453245730E-002	1.228519968964974E+001
-5.2608401E-001	6.229839995675879E-002	1.238519968712353E+001
-5.2710551E-001	6.104021371963131E-002	1.248519968459732E+001
-5.2805376E-001	5.897160522915690E-002	1.258519968207111E+001
-5.2912933E-001	6.049811152775825E-002	1.268519967954489E+001
-5.3008825E-001	5.696575540221427E-002	1.278519967701868E+001
-5.3111714E-001	5.545542980716744E-002	1.288519967449247E+001
-5.3206438E-001	5.381587913466820E-002	1.298519967196626E+001
-5.3310388E-001	5.816634631439788E-002	1.308519966944004E+001
-5.3408611E-001	6.038480245991174E-002	1.318519966691383E+001
-5.3511399E-001	6.322322963495497E-002	1.328519966438762E+001
-5.3611422E-001	6.420380698034062E-002	1.338519966186141E+001
-5.3708690E-001	6.241260401697613E-002	1.348519965933519E+001
-5.3810102E-001	5.616071834918802E-002	1.358519965680898E+001
-5.3907895E-001	5.599963843512001E-002	1.368519965428277E+001
-5.4007494E-001	6.510168502831637E-002	1.378519965175656E+001
-5.4108483E-001	6.363408371840651E-002	1.388519964923034E+001
-5.4210413E-001	6.285896017733572E-002	1.398519964670413E+001
-5.4308635E-001	5.828125833499248E-002	1.408519964417792E+001
-5.4411846E-001	5.843348925312353E-002	1.418519964165171E+001
-5.4508799E-001	4.877663258014708E-002	1.428519963912549E+001
-5.4625612E-001	4.490493867202949E-002	1.440019963622035E+001
-5.4735798E-001	4.473787725954848E-002	1.451519963331521E+001
-5.4838473E-001	4.441369476693624E-002	1.461519963078899E+001
-5.4942000E-001	4.513270150939064E-002	1.471519962826278E+001
-5.5043942E-001	4.208622573167786E-002	1.481519962573657E+001
-5.5136853E-001	4.302831240326011E-002	1.491519962321036E+001
-5.5243993E-001	4.373345030816633E-002	1.501519962068414E+001
-5.5334359E-001	4.617758349653478E-002	1.511519961815793E+001
-5.5432689E-001	5.055999554935142E-002	1.521519961563172E+001
-5.5542803E-001	4.933874163759377E-002	1.531519961310551E+001
-5.5638158E-001	4.943093463899251E-002	1.541519961057929E+001
-5.5745608E-001	4.928545835341680E-002	1.551519960805308E+001
-5.5835450E-001	4.681849286512108E-002	1.561519960552687E+001
-5.5937600E-001	4.114614156747443E-002	1.571519960300066E+001
-5.6040597E-001	3.451255020357813E-002	1.581519960047444E+001
-5.6136382E-001	3.513284468230005E-002	1.591519959794823E+001
-5.6232905E-001	3.537746244627582E-002	1.601519959542202E+001
-5.6333357E-001	3.656659775016913E-002	1.611519959289581E+001
-5.6436992E-001	3.742789126139268E-002	1.621519959036959E+001
-5.6539881E-001	3.681425426017365E-002	1.631519958784338E+001
-5.6639910E-001	4.212742562716187E-002	1.641519958531717E+001
-5.6739300E-001	4.118762570605788E-002	1.651519958279096E+001
-5.6835508E-001	3.970562739090805E-002	1.661519958026474E+001
-5.6938183E-001	3.801271303436123E-002	1.671519957773853E+001
-5.7034922E-001	3.578162317905875E-002	1.681519957521232E+001
-5.7136321E-001	3.600795683451008E-002	1.691519957268611E+001
-5.7233179E-001	3.562942122678373E-002	1.701519957015989E+001
-5.7334048E-001	3.586187909995364E-002	1.711519956763368E+001
-5.7442558E-001	3.515451762359584E-002	1.721519956510747E+001
-5.7534736E-001	3.262116357735870E-002	1.731519956258126E+001
-5.7637948E-001	3.270297982143588E-002	1.741519956005504E+001
-5.7735854E-001	2.955498312668936E-002	1.751519955752883E+001
-5.7834500E-001	2.806450198059562E-002	1.761519955500262E+001
-5.7933468E-001	2.890697621774896E-002	1.771519955247641E+001
-5.8033818E-001	2.489500173100234E-002	1.781519954995019E+001
-5.8143485E-001	2.345833157973909E-002	1.791519954742398E+001
-5.8234400E-001	2.062300570240176E-002	1.801519954489777E+001
-5.8337921E-001	1.873748713707615E-002	1.811519954237156E+001
-5.8437312E-001	1.955210961427330E-002	1.821519953984534E+001
-5.8531296E-001	1.959959227220952E-002	1.831519953731913E+001
-5.8632910E-001	1.919033711008658E-002	1.841519953479292E+001
-5.8734322E-001	1.939970750525533E-002	1.851519953226671E+001
-5.8840281E-001	2.066359075036386E-002	1.861519952974049E+001
-5.8936703E-001	2.179219844725189E-002	1.871519952721428E+001
-5.9039485E-001	2.029482096959672E-002	1.881519952468807E+001
-5.9135908E-001	1.990070707311303E-002	1.891519952216186E+001
-5.9236139E-001	1.813913689046686E-002	1.901519951963564E+001
-5.9334999E-001	1.721040019765502E-002	1.911519951710943E+001
-5.9439063E-001	1.793336917008098E-002	1.921519951458322E+001
-5.9534419E-001	2.073588429441403E-002	1.931519951205701E+001
-5.9639329E-001	1.641814436556566E-002	1.941519950953079E+001
-5.9736490E-001	1.600847062352975E-002	1.951519950700458E+001
-5.9837896E-001	1.704428509455523E-002	1.961519950447837E+001
-5.9939724E-001	2.091581762673472E-002	1.971519950195216E+001
-6.0038477E-001	2.118764483990768E-002	1.981519949942594E+001
-6.0133100E-001	2.411963091947614E-002	1.991519949689973E+001
-6.0230577E-001	2.828604787915789E-002	2.001519949437352E+001
-6.0330290E-001	2.607631951104838E-002	2.011519949184731E+001
-6.0438061E-001	2.313795584228112E-002	2.021519948932109E+001
-6.0538298E-001	1.713387420426848E-002	2.031519948679488E+001
-6.0638744E-001	1.960351701429192E-002	2.041519948426867E+001
-6.0738987E-001	1.986309871750157E-002	2.051519948174246E+001
-6.0838687E-001	1.752438976998555E-002	2.061519947921624E+001
-6.0935223E-001	2.009810753709951E-002	2.071519947669003E+001
-6.1032277E-001	1.974272854729658E-002	2.081519947416382E+001
-6.1132622E-001	2.128426133680883E-002	2.091519947163761E+001
-6.1236250E-001	2.264591817813066E-002	2.101519946911139E+001
-6.1335433E-001	2.142135192493522E-002	2.111519946658518E+001
-6.1434817E-001	2.189159639938548E-002	2.121519946405897E+001
-6.1536229E-001	2.136658558716853E-002	2.131519946153276E+001
-6.1641133E-001	2.159255307116031E-002	2.141519945900654E+001
-6.1733520E-001	2.256790303012907E-002	2.151519945648033E+001
-6.1834502E-001	2.041522032124238E-002	2.161519945395412E+001
-6.1938244E-001	1.999520558941503E-002	2.171519945142791E+001
-6.2036991E-001	2.116127367804033E-002	2.181519944890169E+001
-6.2134695E-001	2.248979822077141E-002	2.191519944637548E+001
-6.2238425E-001	1.757354269890742E-002	2.201519944384927E+001
-6.2332940E-001	1.672370555698532E-002	2.211519944132306E+001
-6.2434453E-001	1.598031096876153E-002	2.221519943879684E+001
-6.2533104E-001	1.566060608968625E-002	2.231519943627063E+001
-6.2633336E-001	1.679638003999431E-002	2.241519943374442E+001
-6.2737715E-001	1.550907469613275E-002	2.251519943121821E+001
-6.2836152E-001	1.451582159346870E-002	2.261519942869199E+001
-6.2936598E-001	1.541942109879865E-002	2.271519942616578E+001
-6.3035780E-001	1.566326447452109E-002	2.281519942363957E+001
-6.3136661E-001	1.563373782577134E-002	2.291519942111336E+001
-6.3232768E-001	1.717763705204961E-002	2.301519941858714E+001
-6.3334483E-001	1.967180176870900E-002	2.311519941606093E+001
-6.3433021E-001	2.140527554460006E-002	2.321519941353472E+001
-6.3539416E-001	1.841842340891842E-002	2.331519941100851E+001
-6.3638592E-001	1.956624710604690E-002	2.341519940848229E+001
-6.3735652E-001	1.890489234614906E-002	2.351519940595608E+001
