Ewe/V	<I>/mA	time/s	
-4.0491691E-001	1.478673815727234E+000	0.000000000000000E+000
-4.0547508E-001	1.339030130246345E+000	1.379999965138268E-002
-4.0643162E-001	1.175713290861765E+000	3.879999901982956E-002
-4.0746734E-001	1.045720695188669E+000	6.379999838827644E-002
-4.0849626E-001	9.432665519072589E-001	8.879999775672331E-002
-4.0942329E-001	9.059090908760954E-001	1.137999971251702E-001
-4.1046017E-001	8.569589779058102E-001	1.387999964936171E-001
-4.1144440E-001	8.098525689598830E-001	1.637999958620640E-001
-4.1250962E-001	7.315450560074197E-001	1.887999952305108E-001
-4.1347077E-001	6.622019304500304E-001	2.137999945989577E-001
-4.1446894E-001	6.523841509867152E-001	2.387999939674046E-001
-4.1545352E-001	6.468790745279485E-001	2.637999933358515E-001
-4.1644493E-001	6.256789601263815E-001	2.887999927042983E-001
-4.1749328E-001	6.119246514408785E-001	3.137999920727452E-001
-4.1850612E-001	6.137445026299075E-001	3.387999914411921E-001
-4.1951185E-001	5.854456303291942E-001	3.637999908096390E-001
-4.2047191E-001	5.551835248961914E-001	3.887999901780859E-001
-4.2148557E-001	5.703170368442363E-001	4.137999895465327E-001
-4.2249843E-001	5.387208531815788E-001	4.387999889149796E-001
-4.2348626E-001	5.194994188401669E-001	4.637999882834265E-001
-4.2446753E-001	5.284994726839827E-001	4.887999876518734E-001
-4.2545772E-001	5.177611573477323E-001	5.137999870203203E-001
-4.2644894E-001	4.875295943495406E-001	5.388999863862409E-001
-4.2748877E-001	4.672368363227299E-001	5.638999857546878E-001
-4.2847782E-001	4.449504436573388E-001	5.888999851231347E-001
-4.3064699E-001	4.152928330489565E-001	6.438999837337178E-001
-4.3168455E-001	4.004661589756546E-001	6.688999831021647E-001
-4.3264756E-001	4.130855992189186E-001	6.938999824706116E-001
-4.3365207E-001	4.088750327791724E-001	7.188999818390585E-001
-4.3469363E-001	4.110842453233410E-001	7.438999812075053E-001
-4.3569079E-001	4.045489297954470E-001	7.688999805759522E-001
-4.3669531E-001	3.903764372916783E-001	7.938999799443991E-001
-4.3768606E-001	3.929374960152234E-001	8.188999793128460E-001
-4.3869922E-001	3.721914938414770E-001	8.438999786812929E-001
-4.3968254E-001	3.394230981046951E-001	8.688999780497397E-001
-4.4065973E-001	3.261489024943511E-001	8.938999774181866E-001
-4.4165006E-001	3.219647206638063E-001	9.188999767866335E-001
-4.4267568E-001	3.084740367476280E-001	9.438999761550804E-001
-4.4363886E-001	2.959640569968425E-001	9.688999755235272E-001
-4.4463584E-001	2.996497983305231E-001	9.938999748919741E-001
-4.4566935E-001	2.988030665691475E-001	1.018899974260421E+000
-4.4669285E-001	3.197238469059556E-001	1.043899973628868E+000
-4.4765797E-001	3.194357746074682E-001	1.068899972997315E+000
-4.4866434E-001	2.972287810261987E-001	1.093899972365762E+000
-4.4967332E-001	2.757662558312752E-001	1.118899971734209E+000
-4.5070240E-001	2.781260991158589E-001	1.143899971102655E+000
-4.5166010E-001	2.966028792522644E-001	1.168899970471102E+000
-4.5266667E-001	2.738458293630242E-001	1.193899969839549E+000
-4.5367011E-001	2.613637401780058E-001	1.218899969207996E+000
-4.5462030E-001	2.674952533912016E-001	1.243899968576443E+000
-4.5565936E-001	2.806347275908305E-001	1.268899967944890E+000
-4.5666918E-001	2.861197806966205E-001	1.293899967313337E+000
-4.5768934E-001	2.872190571453288E-001	1.318899966681784E+000
-4.5865360E-001	2.737067728303382E-001	1.343899966050230E+000
-4.5965081E-001	2.592410158528045E-001	1.368899965418677E+000
-4.6066594E-001	2.484647407943728E-001	1.393899964787124E+000
-4.6166590E-001	2.437421475589314E-001	1.418899964155571E+000
-4.6267703E-001	2.448403777571118E-001	1.443899963524018E+000
-4.6369204E-001	2.378486167702665E-001	1.468899962892465E+000
-4.6465716E-001	2.430361583683318E-001	1.493899962260912E+000
-4.6566063E-001	2.485397128566849E-001	1.518899961629359E+000
-4.6668226E-001	2.587741689910361E-001	1.543899960997805E+000
-4.6769100E-001	2.438097132916577E-001	1.568899960366252E+000
-4.6870455E-001	2.345397193388663E-001	1.593899959734699E+000
-4.6963626E-001	2.287480325657860E-001	1.618899959103146E+000
-4.7062588E-001	2.295429822334953E-001	1.643899958471593E+000
-4.7163624E-001	2.257682417673244E-001	1.668899957840040E+000
-4.7266471E-001	2.230259226978504E-001	1.693899957208487E+000
-4.7365320E-001	2.207381099509211E-001	1.718899956576934E+000
-4.7460032E-001	2.111023927601960E-001	1.743899955945381E+000
-4.7560722E-001	2.136259517995059E-001	1.768899955313827E+000
-4.7665927E-001	2.186852313440766E-001	1.793899954682274E+000
-4.7763529E-001	2.129013219263107E-001	1.818899954050721E+000
-4.7861549E-001	2.063704637604546E-001	1.843899953419168E+000
-4.7966024E-001	2.109422488473252E-001	1.868899952787615E+000
-4.8066178E-001	2.033255924288033E-001	1.893899952156062E+000
-4.8168918E-001	2.023964036227222E-001	1.918899951524509E+000
-4.8263982E-001	2.121623257694329E-001	1.943899950892956E+000
-4.8368204E-001	2.033250358755161E-001	1.968899950261402E+000
-4.8464179E-001	1.996867907028870E-001	1.993899949629849E+000
-4.8560354E-001	2.024608049146108E-001	2.018899948998296E+000
-4.8665938E-001	1.980442842817517E-001	2.043899948366743E+000
-4.8770061E-001	2.000649070698262E-001	2.068899947735190E+000
-4.8870841E-001	2.088380359129709E-001	2.093899947103637E+000
-4.8966306E-001	1.973498592469127E-001	2.118899946472084E+000
-4.9065098E-001	2.024213813353817E-001	2.143899945840531E+000
-4.9163893E-001	1.976808737624156E-001	2.168899945208977E+000
-4.9268371E-001	1.888987781405769E-001	2.193899944577424E+000
-4.9366391E-001	1.777125315677521E-001	2.218899943945871E+000
-4.9466211E-001	1.749996943690526E-001	2.243899943314318E+000
-4.9565426E-001	1.785851787297741E-001	2.268899942682765E+000
-4.9663100E-001	1.889618368885289E-001	2.293899942051212E+000
-4.9765936E-001	1.916422194970222E-001	2.318899941419659E+000
-4.9865136E-001	1.930398361805479E-001	2.343899940788106E+000
-4.9968046E-001	1.861496370877793E-001	2.368899940156552E+000
-5.0063485E-001	1.818412514039447E-001	2.393899939524999E+000
-5.0167245E-001	1.915098230844885E-001	2.418899938893446E+000
-5.0258583E-001	1.909976979523917E-001	2.443899938261893E+000
-5.0366873E-001	1.903174042597318E-001	2.468899937630340E+000
-5.0461209E-001	1.762237608901174E-001	2.493899936998787E+000
-5.0561297E-001	1.725619860479728E-001	2.518899936367234E+000
-5.0664163E-001	1.725545841108480E-001	2.543899935735681E+000
-5.0759971E-001	1.780353643637496E-001	2.568899935104128E+000
-5.0862342E-001	1.672941769138094E-001	2.593899934472574E+000
-5.0964272E-001	1.748936280962576E-001	2.618899933841021E+000
-5.1062769E-001	1.716733239419410E-001	2.643899933209468E+000
-5.1160824E-001	1.723881561973939E-001	2.668899932577915E+000
-5.1269341E-001	1.723646930188143E-001	2.693899931946362E+000
-5.1369828E-001	1.646454497158074E-001	2.718899931314809E+000
-5.1470226E-001	1.620027885301141E-001	2.743899930683256E+000
-5.1567066E-001	1.523875405902047E-001	2.768899930051703E+000
-5.1671493E-001	1.542719035416265E-001	2.793899929420149E+000
-5.1769894E-001	1.603402217512180E-001	2.818899928788596E+000
-5.1868987E-001	1.570303284182628E-001	2.843899928157043E+000
-5.1972717E-001	1.571871903267545E-001	2.868899927525490E+000
-5.2067184E-001	1.531447271663957E-001	2.893899926893937E+000
-5.2169013E-001	1.495790182073000E-001	2.918899926262384E+000
-5.2271312E-001	1.512446705681879E-001	2.943899925630831E+000
-5.2368289E-001	1.487591964089665E-001	2.968899924999278E+000
-5.2467746E-001	1.484234447832764E-001	2.993899924367724E+000
-5.2568680E-001	1.435937427381291E-001	3.018899923736171E+000
-5.2670562E-001	1.431650382399310E-001	3.043899923104618E+000
-5.2771235E-001	1.370410198811443E-001	3.068899922473065E+000
-5.2869064E-001	1.389302324866298E-001	3.093899921841512E+000
-5.2966404E-001	1.467554555664654E-001	3.118899921209959E+000
-5.3067470E-001	1.442929010019585E-001	3.143899920578406E+000
-5.3170621E-001	1.363575461957944E-001	3.168899919946853E+000
-5.3268558E-001	1.348034417036927E-001	3.193899919315299E+000
-5.3365320E-001	1.431056302487246E-001	3.218899918683746E+000
-5.3466392E-001	1.373177328052219E-001	3.243899918052193E+000
-5.3564817E-001	1.398566861810018E-001	3.268899917420640E+000
-5.3667206E-001	1.459604820626672E-001	3.293899916789087E+000
-5.3770316E-001	1.442750665004802E-001	3.318899916157534E+000
-5.3872752E-001	1.479679670301617E-001	3.343899915525981E+000
-5.3968436E-001	1.485628791304534E-001	3.368899914894428E+000
-5.4071146E-001	1.511436748485968E-001	3.393899914262875E+000
-5.4169703E-001	1.371766818587052E-001	3.418899913631321E+000
-5.4269469E-001	1.341265318378160E-001	3.443899912999768E+000
-5.4363829E-001	1.343784613663929E-001	3.468899912368215E+000
-5.4469877E-001	1.303100918462246E-001	3.493899911736662E+000
-5.4567111E-001	1.301403774007616E-001	3.518899911105109E+000
-5.4673982E-001	1.388524465636519E-001	3.543899910473556E+000
-5.4770160E-001	1.396428237509828E-001	3.568899909842003E+000
-5.4876238E-001	1.389784057583426E-001	3.593899909210450E+000
-5.4969603E-001	1.344004145653090E-001	3.618899908578896E+000
-5.5068898E-001	1.331269476411652E-001	3.643899907947343E+000
-5.5170822E-001	1.527613829813104E-001	3.668899907315790E+000
-5.5268824E-001	1.549673652670627E-001	3.693899906684237E+000
-5.5364686E-001	1.408400989627972E-001	3.718899906052684E+000
-5.5466759E-001	1.249718633278445E-001	3.743899905421131E+000
-5.5573136E-001	1.326140876897883E-001	3.768899904789578E+000
-5.5670089E-001	1.324148205857576E-001	3.793899904158025E+000
-5.5767667E-001	1.229062129989276E-001	3.818899903526471E+000
-5.5864847E-001	1.222883882505159E-001	3.843899902894918E+000
-5.5967343E-001	1.228816674257128E-001	3.868899902263365E+000
-5.6068307E-001	1.297757652412364E-001	3.893899901631812E+000
-5.6169581E-001	1.391739970004418E-001	3.918899901000259E+000
-5.6267935E-001	1.538053885455299E-001	3.943899900368706E+000
-5.6368577E-001	1.564168370795878E-001	3.968899899737153E+000
-5.6464386E-001	1.547451744652777E-001	3.993899899105600E+000
-5.6566483E-001	1.540394576140034E-001	4.018899898474046E+000
-5.6662124E-001	1.453187927139440E-001	4.043899897842493E+000
-5.6767088E-001	1.419138777832115E-001	4.068899897210940E+000
-5.6867391E-001	1.473445769407646E-001	4.093899896579387E+000
-5.6967252E-001	1.408401707920810E-001	4.118899895947834E+000
-5.7066232E-001	1.369679551296874E-001	4.143899895316281E+000
-5.7167500E-001	1.339707827696901E-001	4.168899894684728E+000
-5.7266062E-001	1.336251298460147E-001	4.193899894053175E+000
-5.7364494E-001	1.319869343617219E-001	4.218899893421622E+000
-5.7466656E-001	1.283308249376274E-001	4.243899892790068E+000
-5.7564032E-001	1.229322002802296E-001	4.268899892158515E+000
-5.7668841E-001	1.230443840086806E-001	4.293899891526962E+000
-5.7769984E-001	1.238767610953515E-001	4.318899890895409E+000
-5.7865179E-001	1.289026393862791E-001	4.343899890263856E+000
-5.7965994E-001	1.337198874332106E-001	4.368899889632303E+000
-5.8067012E-001	1.415889729285522E-001	4.393899889000750E+000
-5.8162087E-001	1.351728866654265E-001	4.418899888369197E+000
-5.8262932E-001	1.306556010602321E-001	4.443899887737643E+000
-5.8366394E-001	1.216832322774558E-001	4.468899887106090E+000
-5.8464152E-001	1.251889419706211E-001	4.493899886474537E+000
-5.8564800E-001	1.304546300510002E-001	4.518899885842984E+000
-5.8661681E-001	1.225834388303735E-001	4.543899885211431E+000
-5.8767813E-001	1.188120825871404E-001	4.568899884579878E+000
-5.8868200E-001	1.187050316815197E-001	4.593899883948325E+000
-5.8966959E-001	1.187299669727100E-001	4.618899883316772E+000
-5.9071219E-001	1.176802839278892E-001	4.643899882685218E+000
-5.9166700E-001	1.189746592936971E-001	4.668899882053665E+000
-5.9269327E-001	1.182012622644383E-001	4.693899881422112E+000
-5.9370834E-001	1.164293057271514E-001	4.718899880790559E+000
-5.9468019E-001	1.132602346425053E-001	4.743899880159006E+000
-5.9565598E-001	1.137608415885365E-001	4.768899879527453E+000
-5.9666485E-001	1.110599379575810E-001	4.793899878895900E+000
-5.9767145E-001	1.071888033424264E-001	4.818899878264347E+000
-5.9865510E-001	1.084927344980442E-001	4.843899877632794E+000
-5.9966487E-001	1.165186105782282E-001	4.868899877001240E+000
-6.0068917E-001	1.169556341520002E-001	4.893899876369687E+000
-6.0165244E-001	1.080614598535257E-001	4.918899875738134E+000
-6.0261798E-001	9.765109347281214E-002	4.943899875106581E+000
-6.0363472E-001	1.056588321008003E-001	4.968899874475028E+000
-6.0464996E-001	1.011525548136710E-001	4.993899873843475E+000
-6.0568547E-001	1.018174679493150E-001	5.018899873211922E+000
-6.0660696E-001	1.053597803635573E-001	5.043899872580369E+000
-6.0769010E-001	1.071543879878423E-001	5.068899871948815E+000
-6.0865629E-001	1.082391389822839E-001	5.093899871317262E+000
-6.0964608E-001	1.092004342205213E-001	5.118899870685709E+000
-6.1067080E-001	1.069755456433703E-001	5.143899870054156E+000
